scenario,region,param,class,class2,x,value
CN2050,Rest of Country,elecByTechTWh,solar,NA,2035,71.21746173434501
CN2050,Rest of Country,elecByTechTWh,solar,NA,2040,120.81088951212317
CN2050,Rest of Country,elecByTechTWh,solar,NA,2045,180.75440062323477
CN2050,Rest of Country,elecByTechTWh,solar,NA,2050,271.0523742805577
CN2050,Rest of Country,elecByTechTWh,wind,NA,2015,0.3289527777777804
CN2050,Rest of Country,elecByTechTWh,wind,NA,2020,0.7428311225000059
CN2050,Rest of Country,elecByTechTWh,wind,NA,2025,5.151621764166707
CN2050,Rest of Country,elecByTechTWh,wind,NA,2030,11.868778319722319
CN2050,Rest of Country,elecByTechTWh,wind,NA,2035,24.303458875277972
CN2050,Rest of Country,elecByTechTWh,wind,NA,2040,45.985019986389254
CN2050,Rest of Country,elecByTechTWh,wind,NA,2045,64.8623034638894
CN2050,Rest of Country,elecByTechTWh,wind,NA,2050,89.46300516944517
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2015,52.73661888888931
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2020,57.9902448333338
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2025,61.12186577777827
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2030,59.94984525000048
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2035,59.46943952777825
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2040,62.924025833333836
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2045,69.68729583333389
CN2050,Rest of Country,elecConsumByDemandSectorTWh,building,NA,2050,82.62635997222287
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2015,69.08131666666722
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2020,78.70244909138951
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2025,84.69410849601734
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2030,94.50397218279518
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2035,117.67203379312316
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2040,148.13874017975672
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2045,176.5724269484164
CN2050,Rest of Country,elecConsumByDemandSectorTWh,industry,NA,2050,221.0097782799309
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2015,0.09780469444444521
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2020,0.1474892472222234
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2025,5.349415426222265
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2030,24.16096013883908
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2035,43.58271451084757
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2040,76.51166695114229
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2045,100.5633648011119
CN2050,Rest of Country,elecConsumByDemandSectorTWh,transportation,NA,2050,135.82743783333441
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2015,37.94529393833105
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2020,37.780793246388825
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2025,34.127264445649054
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2030,42.148304154842
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2035,45.34116086859475
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2040,46.6883829533497
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2045,45.3239742291381
CN2050,Rest of Country,elecPricesBySector,elect_td_bld,NA,2050,45.91042445712828
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2015,30.825219959184974
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2020,30.734832265552757
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2025,27.1082408915532
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2030,35.194730129779025
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2035,38.62644605720481
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2040,40.03119077197793
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2045,38.53840837345748
CN2050,Rest of Country,elecPricesBySector,elect_td_ind,NA,2050,38.968775855361756
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2015,37.94529393833105
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2020,37.71485267051433
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2025,33.94782189981186
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2030,41.894012040432386
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2035,45.18542887025286
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2040,46.44987448742068
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2045,44.81679299129492
CN2050,Rest of Country,elecPricesBySector,elect_td_trn,NA,2050,45.106861375593894
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2015,26.041617002008863
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2020,26.03540876693983
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2025,22.81428178501961
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2030,30.283770666751696
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2035,33.52099697012213
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2040,34.90038262300309
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2045,33.61233168266318
CN2050,Rest of Country,elecPricesBySector,electricity,NA,2050,34.096153120755076
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2015,11.455413223687986
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2020,11.386005923872217
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2025,11.169294958385345
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2030,10.138358440818749
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2035,8.82512782361332
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2040,6.8310408547209205
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2045,4.757948683189542
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,agricultural energy use,NA,2050,2.385013037850464
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2020,0.01635992788989321
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2025,0.10301346996889592
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2030,0.6201368441843211
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2035,2.083021335866968
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2040,3.7661974368306805
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2045,4.921645778116139
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,backup_electricity,NA,2050,5.197128621007981
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_elec,NA,2025,-0.07983898266666667
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_elec,NA,2030,-3.278576807
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_elec,NA,2035,-12.373280787999999
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_elec,NA,2040,-35.974246132000005
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_elec,NA,2045,-38.550864913
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_elec,NA,2050,-28.390723641133334
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_H2,NA,2025,-7.027533333333332e-4
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_H2,NA,2030,-0.394370834
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_H2,NA,2035,-2.0072077483333333
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_H2,NA,2040,-5.807317303333334
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_H2,NA,2045,-6.211945292666666
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_H2,NA,2050,-8.473433015666666
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_refining,NA,2025,-0.009907014333333334
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_refining,NA,2030,-0.39378596400000004
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_refining,NA,2035,-1.5017359023333334
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_refining,NA,2040,-6.8276961903333335
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_refining,NA,2045,-8.531622301766665
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,BECCS_refining,NA,2050,-9.60999831806971
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2015,15.550333333333333
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2020,15.335320000000001
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2025,16.4606508
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2030,12.521027893000001
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2035,10.037873816666668
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2040,5.328776654666666
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2045,2.8567668323333333
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,cement,NA,2050,1.4898602015
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2015,2.849875005801994
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2020,3.0147210471737638
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2025,3.1219623695703818
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2030,3.2327859756026633
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2035,3.106714981692449
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2040,2.339505131187601
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2045,1.657909808880467
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical energy use,NA,2050,0.5379098080447358
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2015,2.2161902417476247
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2020,1.9016902143835497
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2025,1.9442382334805064
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2030,-0.45912033996435175
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2035,-2.7692925434397275
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2040,-10.18083885685917
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2045,-16.338095577465836
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,chemical feedstocks,NA,2050,-26.42992168022899
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2015,1.4157046978253283
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2020,1.5018696673548788
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2025,1.578991472327269
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2030,1.6978815130883955
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2035,1.7784320555219006
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2040,1.572004138977416
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2045,1.2361776405845812
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,comm cooking,NA,2050,0.4980413155777624
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2015,0.34944488777373167
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2020,0.37871324564287595
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2025,0.4050602585332783
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2030,0.4135463063961388
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2035,0.403256861929763
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2040,0.3571963481424318
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2045,0.30319926203018077
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction energy use,NA,2050,0.22385778572171208
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2015,-0.06728322543082771
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2020,-0.10149059107750918
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2025,-0.10347046595377483
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2030,-0.14429789430222625
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2035,-0.2149864834818157
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2040,-0.44927203796649207
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2045,-0.6099508429996455
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,construction feedstocks,NA,2050,-0.8384085661484987
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2015,36.700663999999996
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2020,39.43905936666666
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2025,37.23419883333333
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2030,23.223920829999997
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2035,6.83062567
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2040,0.19930829966666672
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_coal (conv pul),NA,2045,0.004614769793333333
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC CCS),NA,2025,0.008647373225662119
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC CCS),NA,2030,0.15105736552041146
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC CCS),NA,2035,0.525654664082496
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC CCS),NA,2040,1.7406835599707648
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC CCS),NA,2045,3.2635504384071727
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC CCS),NA,2050,4.040151956011613
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2015,24.811010058229954
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2020,23.81319223787699
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2025,24.99619326315982
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2030,25.998382174534495
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2035,25.611083475673908
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2040,16.448165722860914
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2045,4.854415997614711
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (CC),NA,2050,0.1401657608706904
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2015,25.088932750154783
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2020,21.318881571113916
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2025,19.133361526817378
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2030,15.798410891322215
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2035,12.570398799590642
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2040,3.9440788170386707
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2045,0.7255498125529952
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_gas (steam/CT),NA,2050,0.013659633349031947
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC CCS),NA,2025,0.0043575032407389795
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC CCS),NA,2030,0.019004964951800034
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC CCS),NA,2035,0.02332127290627495
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC CCS),NA,2040,-0.04518485561736891
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC CCS),NA,2045,-0.09863507943260606
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC CCS),NA,2050,-0.2133403966068815
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2020,0.02113833766679353
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2025,0.022025064203979244
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2030,0.03188261264872985
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2035,0.04007940562396894
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2040,0.022671689754166804
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2045,0.006960016596891927
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (CC),NA,2050,1.9712902837672948e-4
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2015,0.6870484166441057
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2020,0.2553385922564079
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2025,0.13286888457459292
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2030,0.16099716796447272
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2035,0.131917251727685
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2040,0.04821197660789008
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2045,0.008187467854507977
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,elec_refined liquids (steam/CT),NA,2050,2.5686427739529926e-4
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,gas processing,NA,2020,0.013916074978816565
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,gas processing,NA,2025,0.054800517916171944
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,gas processing,NA,2030,0.012245725615427435
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,gas processing,NA,2035,0.009064695886164653
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,gas processing,NA,2040,0.0025289692084075055
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,gas processing,NA,2045,5.926755712756063e-4
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 central production,NA,2020,0.006535748792826902
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 central production,NA,2025,0.10854578497844697
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 central production,NA,2030,0.3221417442102404
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 central production,NA,2035,0.6340754580828807
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 central production,NA,2040,0.727758111777265
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 central production,NA,2045,0.7364726788424262
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 central production,NA,2050,0.8264979165832886
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 wholesale dispensing,NA,2020,0.00968695127246671
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 wholesale dispensing,NA,2025,0.10113382215383353
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 wholesale dispensing,NA,2030,0.4725263857412578
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 wholesale dispensing,NA,2035,1.0784602827836058
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 wholesale dispensing,NA,2040,1.296659998449756
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 wholesale dispensing,NA,2045,1.3709698495335954
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,H2 wholesale dispensing,NA,2050,0.9459832757596356
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2015,2.1324980505604856
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2020,4.236905214618774
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2025,4.391644964261097
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2030,4.160187049695568
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2035,3.673576150060258
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2040,2.822066952436151
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2045,2.016241680743945
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,iron and steel,NA,2050,0.8007293238549145
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2015,0.058729775198841844
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2020,0.05860427276665753
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2025,0.05769631890057173
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2030,0.05316710285235981
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2035,0.04698080116411194
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2040,0.037490652714234095
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2045,0.02825560935108373
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,mining energy use,NA,2050,0.017631165034813528
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2015,0.22261000615536844
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2020,0.47776337465673313
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2025,0.7508000948930068
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2030,0.7894817479545488
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2035,0.7990875826011222
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2040,0.6869804800188163
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2045,0.5313115960602172
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,N fertilizer,NA,2050,0.3362040610435588
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2015,45.981133994827225
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2020,47.41143098425895
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2025,47.25246527436706
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2030,45.29929034906826
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2035,41.628741882573685
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2040,33.26258196317311
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2045,27.349129539446604
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial energy use,NA,2050,19.503850101927366
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2015,-0.1732685262421758
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2020,-0.27039762102402837
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2025,-0.2764429226300231
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2030,-0.38085385394911825
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2035,-0.5648182235928004
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2040,-1.1226779951591632
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2045,-1.4996517301689567
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,other industrial feedstocks,NA,2050,-2.042338119886652
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2015,9.813996175663016
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2020,9.747575819571074
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2025,10.853218910043694
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2030,8.14703156241619
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2035,7.20825904386444
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2040,4.870301011487354
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2045,3.3836660484794687
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,process heat cement,NA,2050,2.235653153649537
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,refining,NA,2015,5.443585664856755
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,refining,NA,2020,6.205431596585598
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,refining,NA,2025,6.234380329040566
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,refining,NA,2030,6.181845243553241
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,refining,NA,2035,6.129084768208119
CN2050,Rest of Country,emissCO2ByDetailedSectorNoBio,refining,NA,2040,5.596551681819933
